#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# http://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: walk_front.png (1624 x 200)
# $TexturePacker:SmartUpdate:aa77a4504a4e6b6203b0903c07a64b5b:318023c7a4237e4fd4911b76312e7340:ce69dd048b7ed5fe5be105886035eb72$
#

wf00;0;275;1;133;197;133;197;0.5;0.5
wf01;0;410;1;133;197;133;197;0.5;0.5
wf02;0;545;1;133;197;133;197;0.5;0.5
wf03;0;1355;1;132;195;132;195;0.5;0.5
wf04;0;1;1;135;197;135;197;0.5;0.5
wf05;0;680;1;133;197;133;197;0.5;0.5
wf06;0;138;1;135;197;135;197;0.5;0.5
wf07;0;1489;1;132;195;132;195;0.5;0.5
wf08;0;815;1;133;197;133;197;0.5;0.5
wf09;0;950;1;133;197;133;197;0.5;0.5
wf10;0;1085;1;133;197;133;197;0.5;0.5
wf11;0;1220;1;133;197;133;197;0.5;0.5
wf12;0;1085;1;133;197;133;197;0.5;0.5
wf13;0;950;1;133;197;133;197;0.5;0.5
wf14;0;815;1;133;197;133;197;0.5;0.5
wf15;0;1489;1;132;195;132;195;0.5;0.5
wf16;0;138;1;135;197;135;197;0.5;0.5
wf17;0;680;1;133;197;133;197;0.5;0.5
wf18;0;1;1;135;197;135;197;0.5;0.5
wf19;0;1355;1;132;195;132;195;0.5;0.5
wf20;0;545;1;133;197;133;197;0.5;0.5
wf21;0;410;1;133;197;133;197;0.5;0.5
